ID;Property name;Address;Postcode;City;CKCode;Submarket;Completion Quarter;Completion Year;Development status;Type;Type of use;Tenant;Agent;Industry;Type;Floor space;Industrial Space: Subtype;Rent;Move-in Quarter;Move-in Year;Contract Quarter;Contract Year;Contract Duration;Use;gis_x;gis_y
29810;Haus zur Berolina;Hausvogteiplatz 12;10117;Berlin;11000000;Mitte 1a;Q3;2003;Completed;Change of use;"BU;";CBRE;;Real Estate Services;Vermietung;510;;17;Q1;2015;Q1;2015;;BU;13,3971;52,5128
191993;;Zossener Straße 65;10961;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";n/a;;Advertising;Vermietung;570;;13,5;Q1;2016;Q1;2016;;BU;13,39607;52,4964
231922;Urban Yards;Wilhelmstraße 118;10963;Berlin;11000000;Kreuzberg;Q3;2023;Completed;New Building;"BU;";n/a;Avison Young;Consulting Services;Vermietung;520;;33,2;Q4;2023;Q4;2023;;BU;13,38693;52,50414
231922;Urban Yards;Wilhelmstraße 118;10963;Berlin;11000000;Kreuzberg;Q3;2023;Completed;New Building;"BU;";CoMatch GmbH;;Consulting Services;Vorvermietung;500;;29;Q3;2023;Q3;2021;;BU;13,38693;52,50414
231922;Urban Yards;Wilhelmstraße 118;10963;Berlin;11000000;Kreuzberg;Q3;2023;Completed;New Building;"BU;";Synectic Systems GmbH;CBRE;Information Technology;Vorvermietung;370;;29,5;Q3;2023;Q4;2020;;BU;13,38693;52,50414
231922;Urban Yards;Wilhelmstraße 118;10963;Berlin;11000000;Kreuzberg;Q3;2023;Completed;New Building;"BU;";SmartRecruiters GmbH;;Business Services;Vorvermietung;370;;30,2;Q3;2023;Q3;2020;;BU;13,38693;52,50414
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";n/a;;Legal Services;Vermietung;2850;;38;Q3;2019;Q3;2019;;BU;13,37529;52,50913
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";BIMA;Colliers International;Public Organisation;Vermietung;4010;;31,6;Q3;2018;Q3;2018;;BU;13,37529;52,50913
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";Auto1 Group GmbH / WKDA;;Automotive Trade & Services;Vermietung;4710;;26,5;Q1;2018;Q1;2018;;BU;13,37529;52,50913
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";n/a;;Legal Services;Anschlußmietvertrag;3820;;22;Q2;2016;Q2;2016;;BU;13,37529;52,50913
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";n/a;;Legal Services;Vermietung;2300;;21;Q2;2016;Q2;2016;;BU;13,37529;52,50913
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";KPMG;JLL;Accountants;Vermietung;5100;;23;Q1;2016;Q1;2016;5;BU;13,37529;52,50913
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";n/a;CBRE;Legal Services;Vermietung;1200;;22;Q4;2015;Q4;2015;;BU;13,37529;52,50913
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";n/a;;Flexible Office Provider;Vermietung;550;;;Q4;2015;Q4;2015;;BU;13,37529;52,50913
2391;Global Tower / Potsdamer Platz;Potsdamer Platz 1;10785;Berlin;11000000;Potsdamer- / Leipziger Platz;Q4;1999;Completed;New Building;"BU; EH;";WS Capital (Erweiterung);;Real Estate Services;Vermietung;1450;;21;Q2;2015;Q1;2015;;BU;13,37529;52,50913
121533;;Uhlandstraße 29;10719;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU;";Diagnos MVZ GmbH;;Health and Welfare Service;Vermietung;220;;25;Q1;2018;Q1;2018;;BU;13,32439;52,50132
121533;;Uhlandstraße 29;10719;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU;";Comjoo business solutions GmbH;BNP Paribas;Information Technology;Vermietung;230;;20;Q4;2017;Q4;2017;;BU;13,32439;52,50132
68750;;Rankestraße 3;10789;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU;";n/a;;Insurance;Vermietung;260;;19;Q4;2016;Q4;2016;;BU;13,33435;52,50307
63764;;Kurfürstendamm 111 - 113;10709;Berlin;11000000;Wilmersdorf;Q4;1987;Completed;Existing;"BU;";CCS Capital Concept Service GmbH;;Real Estate Services;Untervermietung;320;;20,5;Q2;2021;Q2;2021;;BU;13,29178;52,49753
63764;;Kurfürstendamm 111 - 113;10709;Berlin;11000000;Wilmersdorf;Q4;1987;Completed;Existing;"BU;";Berlitz Deutschland GmbH;;Education;Vermietung;780;;11,5;Q3;2015;Q3;2015;;BU;13,29178;52,49753
230083;Bricks&Courts;Potsdamer Straße 68;10785;Berlin;11000000;Tiergarten;Q3;2024;Completed;New Building;"BU;";n/a;;Business Services;Vermietung in Bau;1800;;36;Q4;2024;Q2;2023;;BU;13,36648;52,50514
230083;Bricks&Courts;Potsdamer Straße 68;10785;Berlin;11000000;Tiergarten;Q3;2024;Completed;New Building;"BU;";n/a;;Business Services;Vermietung in Bau;680;;30;Q2;2023;Q2;2023;;BU;13,36648;52,50514
230083;Bricks&Courts;Potsdamer Straße 68;10785;Berlin;11000000;Tiergarten;Q3;2024;Completed;New Building;"BU;";n/a;;Business Services;Vermietung in Bau;100;;;Q2;2023;Q2;2023;;BU;13,36648;52,50514
195533;;Fasanenstraße 42;10719;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";Unbekannter Mieter;;Other;Vermietung;250;;26;Q2;2023;Q2;2023;;BU;13,32635;52,4976
195533;;Fasanenstraße 42;10719;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";n/a;;n/a;Vermietung;280;;20;Q1;2019;Q4;2018;;BU;13,32635;52,4976
195533;;Fasanenstraße 42;10719;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";White Owl Capital AG;Savills;Business Services;Vermietung;240;;21;Q1;2019;Q4;2018;;BU;13,32635;52,4976
195533;;Fasanenstraße 42;10719;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";WvM Berlin Immobilien + Projektentwicklung GmbH;;Real Estate Services;Vermietung;250;;20;Q2;2017;Q2;2017;;BU;13,32635;52,4976
131648;Forum an der Museumsinsel - Fernsprechamt;Tucholskystraße 6;10117;Berlin;11000000;Mitte;Q4;2016;Completed;Change of use;"BU; EH;";Delivery Hero Holding GmbH (Lieferheld);;Information Technology;Vermietung;1540;;23;Q4;2016;Q4;2016;10;BU;13,39285;52,52438
98253;;Bahnhofstraße 41;12555;Berlin;11000000;Peripherie-Ost;;;Completed;Existing;"BU;";Gynäkologisches Versorgungszentrum Kreuzberg;Engel & Völkers;Medical Practice;Vermietung;270;;17,8;Q4;2020;Q4;2020;;BU;13,57792;52,45689
60620;Wohn- und Geschäftshaus;Neue Grünstraße 38 / Seydelstraße 15;10117;Berlin;11000000;Mitte;Q4;1996;Completed;New Building;"BU; EH; WO;";OTOQI Deutschland GmbH;;Other Services & Trades;Vermietung;300;;23,5;Q2;2024;Q2;2024;;BU;13,40428;52,50893
60620;Wohn- und Geschäftshaus;Neue Grünstraße 38 / Seydelstraße 15;10117;Berlin;11000000;Mitte;Q4;1996;Completed;New Building;"BU; EH; WO;";BIMA;;Public Organisation;Vermietung;380;;25;Q4;2021;Q4;2021;;BU;13,40428;52,50893
109006;Palais Behrens Haus I;Behrenstraße 18;10117;Berlin;11000000;Mitte 1a;Q3;2015;Completed;Demolition & New building;"BU; EH; SO;";RTL;;Information Technology;Vermietung;1630;;;Q2;2022;Q2;2022;10;BU;13,38671;52,51528
109006;Palais Behrens Haus I;Behrenstraße 18;10117;Berlin;11000000;Mitte 1a;Q3;2015;Completed;Demolition & New building;"BU; EH; SO;";Virtimo AG;Angermann Real Estate Advisory;Information Technology;Vermietung;660;;24;Q4;2018;Q3;2018;;BU;13,38671;52,51528
109006;Palais Behrens Haus I;Behrenstraße 18;10117;Berlin;11000000;Mitte 1a;Q3;2015;Completed;Demolition & New building;"BU; EH; SO;";Epic Games Germany GmbH (Erweiterung);;Business Services;Vermietung;550;;25;Q3;2016;Q3;2016;;BU;13,38671;52,51528
109006;Palais Behrens Haus I;Behrenstraße 18;10117;Berlin;11000000;Mitte 1a;Q3;2015;Completed;Demolition & New building;"BU; EH; SO;";RN Refining & Marketing GmbH;CBRE;Business Services;Vermietung;1680;;24,2;Q2;2016;Q2;2016;;BU;13,38671;52,51528
109006;Palais Behrens Haus I;Behrenstraße 18;10117;Berlin;11000000;Mitte 1a;Q3;2015;Completed;Demolition & New building;"BU; EH; SO;";n/a;;Business Services;Vermietung;520;;28;Q3;2015;Q3;2015;7;BU;13,38671;52,51528
91670;;Tauentzienstraße 16 / Marburger Straße;10789;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU;";Ogletree Deakins International LLP;;Legal Services;Vermietung;640;;34,5;Q3;2022;Q3;2022;;BU;13,33779;52,50335
91670;;Tauentzienstraße 16 / Marburger Straße;10789;Berlin;11000000;Kudamm plus Seitenstr.;;;Completed;Existing;"BU;";PB3C GmbH;;Information Technology;Vermietung;640;;30;Q3;2021;Q3;2021;;BU;13,33779;52,50335
1765;Internationales Handelszentrum (IHZ);Friedrichstraße 95;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";Brunswick Group GmbH;;Consulting Services;Vermietung;1000;;25;Q4;2019;Q4;2019;;BU;13,38894;52,51924
1765;Internationales Handelszentrum (IHZ);Friedrichstraße 95;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";n/a;;Finance Services;Vermietung;280;;22;Q3;2018;Q3;2018;;BU;13,38894;52,51924
1765;Internationales Handelszentrum (IHZ);Friedrichstraße 95;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";helpLine GmbH;CBRE;Information Technology;Vermietung;880;;20;Q2;2018;Q2;2018;;BU;13,38894;52,51924
96679;MEDIA Factory;Oberlandstraße 13, 14;12099;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU;";Vielfaltmenü GmbH;Engel & Völkers;Retailing;Vermietung;440;;16,5;Q3;2022;Q2;2022;;BU;13,41762;52,46483
96679;MEDIA Factory;Oberlandstraße 13, 14;12099;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU;";Clemens Kleine Gebäudeservice GmbH;;Business Services;Vermietung;890;;13;Q3;2018;Q3;2018;;BU;13,41762;52,46483
98285;;Storkower Straße 175;10369;Berlin;11000000;Peripherie-Ost;;;Completed;Existing;"BU;";Praxis;;Health and Welfare Service;Vermietung;860;;10;Q1;2024;Q1;2024;;BU;13,46169;52,52541
98285;;Storkower Straße 175;10369;Berlin;11000000;Peripherie-Ost;;;Completed;Existing;"BU;";Getir Germany GmbH;;Retailing;Vermietung;410;;13;Q4;2021;Q4;2021;;BU;13,46169;52,52541
182626;Riverside Square (ehem. Pier One / Palais Europacity);Am Hamburger Bahnhof 2;10115;Berlin;11000000;Hauptbahnhof / Europacity;Q4;2021;Completed;New Building;"BU; WO;";n/a;Engel & Völkers;Business Services;Vermietung;80;;27;Q2;2023;Q2;2023;;BU;13,36975;52,53086
182626;Riverside Square (ehem. Pier One / Palais Europacity);Am Hamburger Bahnhof 2;10115;Berlin;11000000;Hauptbahnhof / Europacity;Q4;2021;Completed;New Building;"BU; WO;";Daum Architekten GbR;;Business Services;Vermietung;100;;26;Q4;2022;Q4;2022;;BU;13,36975;52,53086
139798;'Die Alte Fabrik';Wönnichstraße 64 - 70;10317;Berlin;11000000;Peripherie-Ost;;;Completed;Existing;"BU; WO;";n/a;Engel & Völkers;Information Technology;Vermietung;320;;14;Q2;2020;Q2;2020;;BU;13,49648;52,50472
95565;;Rathenower Straße 11;10559;Berlin;11000000;Tiergarten;;;Completed;Existing;"BU;";n/a;;Fashion;Vermietung;3510;;11;Q2;2017;Q2;2017;;BU;13,3555;52,52714
126501;;Karl-Marx-Straße 138 - 140;12043;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU; EH; WO;";Global German Language School;JLL;Education;Vermietung;410;;16,2;Q3;2022;Q1;2022;;BU;13,43867;52,477
95482;Ärztehaus Mohrenstraße;Mohrenstraße 6 / Glinkastraße;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";n/a;Aengevelt;Medical Practice;Vermietung;250;;;Q1;2018;Q1;2018;;BU;13,38674;52,51195
95482;Ärztehaus Mohrenstraße;Mohrenstraße 6 / Glinkastraße;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";n/a;;Medical Practice;Vermietung;180;;16;Q4;2015;Q1;2015;;BU;13,38674;52,51195
22850;;Karlplatz 7;10117;Berlin;11000000;Mitte;Q3;2001;Completed;Modernisation;"BU;";n/a;;Business Services;Vermietung;310;;41,5;Q1;2022;Q1;2022;;BU;13,37925;52,52281
22850;;Karlplatz 7;10117;Berlin;11000000;Mitte;Q3;2001;Completed;Modernisation;"BU;";n/a;;Information Technology;Vermietung;300;;41;Q1;2022;Q1;2022;;BU;13,37925;52,52281
22850;;Karlplatz 7;10117;Berlin;11000000;Mitte;Q3;2001;Completed;Modernisation;"BU;";TFB Service GmbH;;Retailing;Vermietung;200;;40;Q2;2021;Q2;2021;;BU;13,37925;52,52281
22850;;Karlplatz 7;10117;Berlin;11000000;Mitte;Q3;2001;Completed;Modernisation;"BU;";BIMA - Bundesanstalt für Immobilienaufgaben;BNP Paribas;Public Organisation;Vermietung;220;;41;Q1;2021;Q1;2021;;BU;13,37925;52,52281
22850;;Karlplatz 7;10117;Berlin;11000000;Mitte;Q3;2001;Completed;Modernisation;"BU;";n/a;;Not for profit, Charity, Society;Vermietung;250;;13;Q1;2015;Q1;2015;3;BU;13,37925;52,52281
209589;Track Central Line - QH Track 1.BA - Quartier Heidestraße;Heidestraße / George-Stephenson-Straße;10557;Berlin;11000000;Hauptbahnhof / Europacity;Q3;2022;Completed;New Building;"BU;";n/a;CBRE;Information Technology;Vermietung in Bau;22490;;32,5;Q1;2023;Q3;2022;;BU;13,36393;52,53273
209589;Track Central Line - QH Track 1.BA - Quartier Heidestraße;Heidestraße / George-Stephenson-Straße;10557;Berlin;11000000;Hauptbahnhof / Europacity;Q3;2022;Completed;New Building;"BU;";DIM Holding;;Real Estate Services;Vermietung in Bau;3430;;35;Q3;2022;Q4;2020;;BU;13,36393;52,53273
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";New Soul GmbH;JLL;Health and Welfare Service;Vermietung;160;;;Q1;2025;Q4;2024;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";Vellows GmbH;;Consulting Services;Vermietung;270;;26;Q2;2024;Q2;2024;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";LHC International GmbH;Savills;Consulting Services;Vermietung;610;;20,5;Q2;2022;Q1;2022;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";Gleeds Deutschland GbR;;Construction;Vermietung;270;;24;Q3;2021;Q3;2021;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";n/a;Angermann Real Estate Advisory;Information Technology;Vermietung;270;;26,5;Q2;2020;Q2;2020;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";KfW Bankengruppe;;Banking;Vermietung;2650;;35;Q4;2019;Q4;2019;10;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";n/a;Engel & Völkers;Other Services & Trades;Vermietung;270;;23,5;Q1;2019;Q4;2018;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";ImmoKey GmbH;Savills;Real Estate Services;Vermietung;270;;25;Q2;2018;Q2;2018;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";Mice Portal GmbH;Colliers International;Business Services;Vermietung;450;;19,9;Q1;2018;Q1;2018;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";Dain Studios GmbH;Cushman & Wakefield;Consulting Services;Vermietung in Bau;270;;18;Q4;2017;Q4;2017;;BU;13,30607;52,50722
191730;W60;Wilmersdorfer Straße 60 - 61;10627;Berlin;11000000;Charlottenburg;Q4;2017;Completed;Demolition & New building;"BU; EH; WO;";n/a;Cushman & Wakefield;Insurance;Vermietung in Bau;270;;22;Q4;2017;Q3;2017;;BU;13,30607;52,50722
95324;Metropol-Hostel Berlin;Mehringdamm 32 - 34;10963;Berlin;11000000;Kreuzberg;Q3;2010;Completed;Change of use;"BU; HO;";knotel;;Flexible Office Provider;Vermietung;280;;20;Q1;2019;Q1;2019;;BU;13,38764;52,49376
95324;Metropol-Hostel Berlin;Mehringdamm 32 - 34;10963;Berlin;11000000;Kreuzberg;Q3;2010;Completed;Change of use;"BU; HO;";n/a;CBRE;Information Technology;Vermietung;400;;26;Q2;2018;Q2;2018;;BU;13,38764;52,49376
95324;Metropol-Hostel Berlin;Mehringdamm 32 - 34;10963;Berlin;11000000;Kreuzberg;Q3;2010;Completed;Change of use;"BU; HO;";Alecto GmbH;Cushman & Wakefield;Insurance;Vermietung;1300;;13;Q4;2015;Q4;2015;;BU;13,38764;52,49376
246939;;Schumannstraße 15;10117;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";abcfinance advise GmbH;;Finance Services;Vermietung;80;;19,3;Q3;2021;Q3;2021;;BU;13,38127;52,52395
1584;Charlottenburger Spreebogen;Carnotstraße 4 - 6;10587;Berlin;11000000;Charlottenburg;Q4;1996;Completed;Existing;"BU;";Neumann & Müller GmbH;BNP Paribas;Business Services;Vermietung;590;;11,5;Q3;2016;Q3;2016;;BU;13,32017;52,52361
198252;New Courts;Gerichtstraße 48 - 51;13347;Berlin;11000000;Peripherie-Nord;Q4;2021;Completed;Demolition & New building;"BU;";GBB Gesellschaft für berufliche Bildung mbH;;Education;Vermietung;1090;;18;Q1;2024;Q1;2024;;BU;13,36562;52,54446
198252;New Courts;Gerichtstraße 48 - 51;13347;Berlin;11000000;Peripherie-Nord;Q4;2021;Completed;Demolition & New building;"BU;";ISDC International Security and Development Center gGmbH;Engel & Völkers;Research and Development;Vermietung;380;;26;Q3;2023;Q2;2023;;BU;13,36562;52,54446
198252;New Courts;Gerichtstraße 48 - 51;13347;Berlin;11000000;Peripherie-Nord;Q4;2021;Completed;Demolition & New building;"BU;";BIMA (Bundesamt für Verbraucherschutz und Lebensmittelsicherheit);Colliers International;Public Organisation;Vermietung in Bau;19440;;25,8;Q4;2021;Q2;2021;;BU;13,36562;52,54446
164707;;Glarner Straße 53 / 55 / 57;12205;Berlin;11000000;Peripherie-Süd;Q4;2008;Completed;Existing;"BU; EH;";n/a;;Health and Welfare Service;Vermietung;110;;14;Q3;2017;Q3;2017;5;BU;13,30348;52,42755
96889;;Markgrafenstraße 66 - 68;10969;Berlin;11000000;Kreuzberg;;;Completed;Existing;"BU;";n/a;;Other;Vermietung;80;;30;Q2;2023;Q2;2023;;BU;13,39468;52,50494
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";Pandata GmbH;;Consulting Services;Vermietung;830;;27;Q1;2022;Q1;2022;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";tp holding GmbH;;Retailing;Vermietung;690;;25;Q4;2021;Q4;2021;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";Lightcurve GmbH;Engel & Völkers;Information Technology;Vermietung;710;;30;Q2;2020;Q1;2020;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";Newsletter2Go GmbH;;Information Technology;Vermietung;1050;;20,8;Q4;2017;Q3;2017;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";n/a;CBRE;Business Services;Vermietung;660;;;Q4;2016;Q4;2016;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";n/a;;Electronic Engineering;Vermietung;1000;;17,5;Q3;2016;Q3;2016;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";n/a;;Business Services;Vermietung;1050;;;Q2;2016;Q2;2016;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";VGL Verlagsgesellschaft;Colliers International;Retailing;Vermietung;1040;;17,5;Q2;2016;Q2;2016;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";n/a;;Education;Vermietung;700;;17;Q2;2016;Q2;2016;;BU;13,42329;52,50898
60703;Victoriahof;Köpenicker Straße 126;10179;Berlin;11000000;Mitte;Q4;2001;Completed;Modernisation;"BU;";n/a;;Information Technology;Vermietung;1100;;;Q2;2015;Q2;2015;;BU;13,42329;52,50898
1487;;Berliner Straße 106 / Schlossstraße 2;13507;Berlin;11000000;Reinickendorf;Q4;1994;Completed;New Building;"BU;";Altitude GmbH;Knight Frank;Information Technology;Vermietung;750;;22;Q3;2022;Q2;2022;;BU;13,28341;52,59087
231960;Firmensitz - SCIENION AG;Wagner-Régeny-Straße 15;12487;Berlin;11000000;Adlershof;Q2;2023;Completed;New Building;"BU; LO;";SCIENION AG;;Biotech-, Pharmaceutical Industry;Lease-back;2750;;22,6;Q4;2023;Q3;2023;15;BU;13,53633;52,43624
231960;Firmensitz - SCIENION AG;Wagner-Régeny-Straße 15;12487;Berlin;11000000;Adlershof;Q2;2023;Completed;New Building;"BU; LO;";SCIENION AG;;Biotech-, Pharmaceutical Industry;Eigennutzung;2750;;;Q2;2023;Q4;2021;;BU;13,53633;52,43624
191915;;Zimmerstraße 16 - 18;10969;Berlin;11000000;Mitte 1a;Q4;2018;Completed;New Building;"BU;";O'Donnel Moonshine GmbH;;Retailing;Vermietung;500;;;Q3;2024;Q3;2024;;BU;13,38911;52,50748
191915;;Zimmerstraße 16 - 18;10969;Berlin;11000000;Mitte 1a;Q4;2018;Completed;New Building;"BU;";Payrails GmbH;;Information Technology;Vermietung;500;;32;Q1;2024;Q1;2024;;BU;13,38911;52,50748
191915;;Zimmerstraße 16 - 18;10969;Berlin;11000000;Mitte 1a;Q4;2018;Completed;New Building;"BU;";Ziegert Bank- und Immobilienconsulting;CBRE;Real Estate Services;Vermietung in Bau;3700;;22,2;Q4;2018;Q3;2017;;BU;13,38911;52,50748
63785;Büro- und Geschäftshaus;Kurfürstendamm 234;10709;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1994;Completed;Existing;"BU; EH;";Promotion Software GmbH;Cushman & Wakefield;Information Technology;Vermietung;200;;15;Q1;2018;Q3;2017;;BU;13,33441;52,50412
289956;Büro- und Nahversorgung;Lauenburger Straße 73;12169;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU; EH;";Berlin Immobilien Spezialist Neumann GmbH;Engel & Völkers;Construction;Vermietung;290;;;Q1;2025;Q4;2024;;BU;13,33775;52,45631
65833;Oranienburger Hof;Oranienburger Straße 1 - 3;10117;Berlin;11000000;Mitte;Q2;2003;Completed;Existing;"BU; EH; WO;";n/a;;Legal Services;Vermietung;210;;34;Q1;2024;Q1;2024;;BU;13,40151;52,5237
