ID;Property name;Address;Postcode;City;CKCode;Submarket;Completion Quarter;Completion Year;Development status;Type;Type of use;Tenant;Agent;Industry;Type;Floor space;Industrial Space: Subtype;Rent;Move-in Quarter;Move-in Year;Contract Quarter;Contract Year;Contract Duration;Use;gis_x;gis_y
24674;Kay-Degenhard-Haus;Oranienburger Straße 86 a;10117;Berlin;11000000;Mitte;Q4;2003;Completed;New Building;"BU; EH; WO;";United Peers GmbH;Savills;Consulting Services;Vermietung;210;;32;Q1;2019;Q3;2018;;BU;13,39975;52,52349
24674;Kay-Degenhard-Haus;Oranienburger Straße 86 a;10117;Berlin;11000000;Mitte;Q4;2003;Completed;New Building;"BU; EH; WO;";n/a;;Real Estate Services;Vermietung;;;;Q3;2016;Q3;2016;;BU;13,39975;52,52349
135817;Markgrafenkarree (Krausenblock);Krausenstraße 21, 22 / Jerusalemerstraße / Schützenstraße / Markgrafenstraße 26;10117;Berlin;11000000;Mitte 1a;Q4;2016;Completed;New Building;"BU; WO;";n/a;;Medical Practice;Vermietung;150;;12,4;Q2;2018;Q1;2018;;BU;13,39546;52,5094
90628;;Bundesallee 199;10717;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";Hauskrankenpflege Depner GmbH;Savills;Health and Welfare Service;Vermietung;2090;;19;Q1;2024;Q1;2024;;BU;13,33121;52,49252
90628;;Bundesallee 199;10717;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";Berufsgenossenschaft der Bauwirtschaft;Colliers International;Insurance;Vermietung;1950;;18;Q3;2018;Q3;2018;;BU;13,33121;52,49252
140895;Am Oktogon - Campus für Gewerbe und Technologie - B3;Rudower Chaussee 50;12489;Berlin;11000000;Adlershof;Q2;2018;Completed;New Building;"BU;";n/a;;Real Estate Services;Eigennutzung;;;;Q4;2018;Q2;2018;;BU;13,52108;52,42856
193145;Rieck 1 (Bauteil B) - Bürohaus am Kunstcampus;Heidestraße;10557;Berlin;11000000;Hauptbahnhof / Europacity;Q3;2019;Completed;New Building;"BU;";KPMG;;Accountants;Anschlußmietvertrag;2580;;;Q2;2024;Q2;2024;;BU;13,36951;52,52959
193145;Rieck 1 (Bauteil B) - Bürohaus am Kunstcampus;Heidestraße;10557;Berlin;11000000;Hauptbahnhof / Europacity;Q3;2019;Completed;New Building;"BU;";KPMG;;Accountants;Vermietung in Bau;2580;;24,5;Q2;2019;Q4;2018;;BU;13,36951;52,52959
230398;;Lobitzweg 1 - 5;12557;Berlin;11000000;Peripherie-Ost;Q4;2020;Completed;Change of use;"BU;";n/a;;Education;Vermietung;1700;;7;Q4;2020;Q4;2020;;BU;13,5866;52,43563
230398;;Lobitzweg 1 - 5;12557;Berlin;11000000;Peripherie-Ost;Q4;2020;Completed;Change of use;"BU;";n/a;;Health and Welfare Service;Vermietung;1000;;7;Q4;2020;Q4;2020;;BU;13,5866;52,43563
220387;;Hubertusbader Straße 14;14193;Berlin;11000000;Peripherie-West;;;Completed;Existing;"BU;";n/a;JLL;Public Organisation;Vermietung;550;;20,8;Q4;2019;Q3;2019;;BU;13,28038;52,48189
214220;Bürohaus am Invalidenpark;Platz vor dem Neuen Tor 4 / Invalidenstraße;10117;Berlin;11000000;Mitte;Q3;2020;Completed;Change of use;"BU;";Charité Universitätsmedizin Berlin;;Health and Welfare Service;Vermietung in Bau;1400;;35;Q3;2020;Q3;2020;;BU;13,37782;52,52883
62832;;Ernst-Reuter-Platz 10;10587;Berlin;11000000;Charlottenburg;;;Completed;Existing;"BU;";DUT Wirtschaftsfachschule GmbH & Co. Berlin;;Education;Vermietung;380;;27;Q1;2024;Q1;2024;;BU;13,3219;52,51379
1882;;Hausvogteiplatz 3 - 4;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";R&W Industriebeteiligungen GmbH;Cushman & Wakefield;Real Estate Services;Vermietung;360;;38,8;Q4;2022;Q4;2022;;BU;13,3968;52,5133
1882;;Hausvogteiplatz 3 - 4;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";ZDF Digital GmbH;;Information Technology;Vermietung;400;;33;Q2;2022;Q2;2022;;BU;13,3968;52,5133
1882;;Hausvogteiplatz 3 - 4;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";Neue Züricher Zeitung AG;Savills;Information Technology;Vermietung;340;;36;Q2;2021;Q2;2021;;BU;13,3968;52,5133
1882;;Hausvogteiplatz 3 - 4;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";BIMA;BNP Paribas;Public Organisation;Vermietung;220;;30;Q4;2018;Q3;2018;;BU;13,3968;52,5133
1882;;Hausvogteiplatz 3 - 4;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";Versandapotheke Doc Morris;Cushman & Wakefield;Biotech-, Pharmaceutical Industry;Vermietung;360;;28;Q2;2018;Q1;2018;;BU;13,3968;52,5133
1882;;Hausvogteiplatz 3 - 4;10117;Berlin;11000000;Mitte 1a;Q4;1997;Completed;Modernisation;"BU;";n/a;;Manufacturing;Vermietung;1040;;24;Q3;2015;Q3;2015;;BU;13,3968;52,5133
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Fleurop AG;CBRE;Retailing;Vermietung;550;;20;Q4;2023;Q4;2023;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Event Hospitality Management Holding GmbH & Co. KG;JLL;Tourism/Travel;Vermietung;470;;20;Q2;2023;Q1;2023;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;Construction;Vermietung;1360;;20;Q1;2022;Q1;2022;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;Business Services;Vermietung;1500;;25,5;Q4;2021;Q4;2021;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Commitmed GmbH;;Retailing;Vermietung;1250;;23;Q4;2021;Q3;2021;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Deutsche Krankenhausgesellschaft e.V.;;Not for profit, Charity, Society;Vermietung;680;;24;Q4;2021;Q3;2021;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Elektrobit Automotive GmbH;Cushman & Wakefield;Information Technology;Vermietung;350;;24;Q3;2019;Q3;2019;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";RatePay GmbH;;Finance Services;Vermietung;330;;19;Q3;2019;Q3;2019;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";GCM Go City Media GmbH;;Information Technology;Vermietung;670;;15;Q1;2019;Q4;2018;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Macnetix GmbH;Engel & Völkers;Information Technology;Vermietung;460;;17;Q2;2018;Q2;2018;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";crealytics GmbH;Aengevelt;Information Technology;Vermietung in Bau;1900;;;Q1;2018;Q1;2018;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;n/a;Vermietung;2200;;;Q4;2017;Q4;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Hausverwaltung + Bestandsmieter;;Business Services;Vermietung in Bau;1000;;;Q4;2017;Q4;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;Engel & Völkers;Other;Vermietung in Bau;3200;;17;Q4;2017;Q3;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;Colliers International;Leisure;Vermietung in Bau;410;;11,2;Q3;2017;Q3;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";RatePay GmbH;;Finance Services;Vermietung in Bau;2380;;16;Q2;2017;Q2;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;Business Services;Vermietung in Bau;2050;;15;Q4;2017;Q1;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";MEDIAN Unternehmensgruppe;BNP Paribas;Health and Welfare Service;Vermietung in Bau;4500;;15,8;Q1;2017;Q1;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;Consulting Services;Vermietung in Bau;1560;;15;Q1;2017;Q1;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;Colliers International;Legal Services;Vermietung in Bau;560;;15;Q1;2017;Q1;2017;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;Information Technology;Vermietung in Bau;3280;;14,2;Q4;2017;Q4;2016;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Westcon Group;;Business Services;Vermietung in Bau;2320;;14,9;Q4;2017;Q4;2016;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";My Hammer AG;;Business Services;Vermietung in Bau;1720;;14,5;Q4;2017;Q4;2016;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;Business Services;Vermietung in Bau;2380;;14;Q4;2017;Q3;2016;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;telecommunications equipment;Vorvermietung;2080;;13,5;Q4;2017;Q2;2016;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";n/a;;Education;Vorvermietung;3500;;14,8;Q4;2017;Q1;2016;;BU;13,32509;52,51816
1726;Eight Floors (ehem. Bürokomplex TU Berlin);Franklinstraße 28, 29 / Salzufer 11, 12;10587;Berlin;11000000;Charlottenburg;Q1;2018;Completed;Change of use;"BU;";Physikalisch-Technische Bundesanstalt Institut Berlin;;Public Organisation;Vorvermietung;2300;;14;Q4;2017;Q4;2015;;BU;13,32509;52,51816
160902;the niu Flash und acora Living the City;Franklinstraße 25;10587;Berlin;11000000;Charlottenburg;Q3;2022;Completed;Demolition & New building;"BU; HO;";n/a;;Flexible Office Provider;Eigennutzung;500;;;Q4;2021;Q4;2020;;BU;13,32619;52,51979
148442;Betriebs- und Schulungsgebäude Deutsche Bahn;Rudolfstraße / Ehrenbergstraße;10245;Berlin;11000000;Mediaspree;Q4;2013;Completed;New Building;"BU; LO;";BVG;Engel & Völkers;Transport;Vermietung;1210;;10,5;Q4;2017;Q3;2017;;BU;13,45328;52,50456
80146;;Anna-Louisa-Karsch-Straße 7;10178;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";Prospr TechLabs GmbH;;Information Technology;Vermietung;110;;28,5;Q4;2021;Q4;2021;;BU;13,4021;52,52121
80146;;Anna-Louisa-Karsch-Straße 7;10178;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";NautaCapital Deutschland GmbH;;Finance Services;Vermietung;120;;33;Q2;2021;Q1;2021;;BU;13,4021;52,52121
80146;;Anna-Louisa-Karsch-Straße 7;10178;Berlin;11000000;Mitte;;;Completed;Existing;"BU;";The Amaze App GmbH;;Information Technology;Vermietung;140;;14;Q4;2015;Q4;2015;;BU;13,4021;52,52121
103656;;Neue Promenade 5;10178;Berlin;11000000;Mitte;;;Completed;Existing;"BU; EH;";Dr. Miriam Vollmer RA für Verwaltungsrecht;BNP Paribas;Legal Services;Vermietung;100;;25;Q1;2019;Q1;2019;;BU;13,4019;52,52297
197189;AP15 (ehem. Highline);Am Postbahnhof 15/ Straße der Pariser Kommune 87;10243;Berlin;11000000;Mediaspree;Q4;2023;Completed;New Building;"BU; EH;";Boston Consulting Group (BCG);Cushman & Wakefield;Consulting Services;Vermietung in Bau;19620;;41,5;Q1;2024;Q1;2023;;BU;13,4384;52,50838
103877;;Glinkastraße 30;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";DGP Deutsche Gesellschaft für Personalwesen e.V.;;Not for profit, Charity, Society;Vermietung;130;;;Q3;2024;Q3;2024;;BU;13,38653;52,5141
103877;;Glinkastraße 30;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";de.logistic Autoteile GmbH;Engel & Völkers;Automotive Trade & Services;Vermietung;130;;31;Q2;2023;Q2;2023;;BU;13,38653;52,5141
103877;;Glinkastraße 30;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";Probono Fernsehproduktion GmbH;Savills;Arts and Leisure;Vermietung;130;;24,5;Q2;2020;Q2;2020;;BU;13,38653;52,5141
103877;;Glinkastraße 30;10117;Berlin;11000000;Mitte 1a;;;Completed;Existing;"BU;";Die Deutsche Rednerschule;;Education;Vermietung;130;;17,5;Q4;2015;Q4;2015;3;BU;13,38653;52,5141
97837;;Motzener Straße 12 - 14;12277;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU;";IJG Ingenieurbüro Jessen GmbH;Engel & Völkers;Consulting Services;Vermietung;240;;12,5;Q2;2023;Q1;2023;;BU;13,37843;52,4069
97837;;Motzener Straße 12 - 14;12277;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU;";Aamex Reinigungs-Service AG;Engel & Völkers;Other Services & Trades;Vermietung;430;;8,5;Q2;2019;Q2;2019;;BU;13,37843;52,4069
97837;;Motzener Straße 12 - 14;12277;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU;";SUMAGO GmbH;Engel & Völkers;Business Services;Vermietung;350;;7;Q1;2017;Q1;2017;;BU;13,37843;52,4069
97837;;Motzener Straße 12 - 14;12277;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU;";Mbtech Group GmbH & Co. KG;Cushman & Wakefield;Manufacturing;Vermietung;220;;7;Q3;2015;Q3;2015;;BU;13,37843;52,4069
115520;Alea 101 (ehemaliges C&A Grundstück);Rathausstraße / Gontardstraße;10178;Berlin;11000000;Mitte;Q3;2014;Completed;New Building;"BU; EH; WO;";Houzz Germany;;Information Technology;Vermietung;1000;;12;Q1;2015;Q1;2015;;BU;13,4108;52,52068
289969;Geschäftshaus;Rosenthaler Straße 52;10178;Berlin;11000000;Mitte;;;Completed;Existing;"BU; EH;";Tallbeard GmbH;Colliers International;Information Technology;Vermietung;210;;;Q1;2025;Q4;2024;;BU;13,40386;52,52571
2106;Wohn- und Geschäftshaus;Kurfürstendamm 63 / Ecke Giesebrechtstraße 9;10719;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1997;Completed;Existing;"BU; EH;";VZ VermögensZentrum Bank AG;;Banking;Vermietung;220;;;Q3;2024;Q3;2024;;BU;13,31134;52,50073
2106;Wohn- und Geschäftshaus;Kurfürstendamm 63 / Ecke Giesebrechtstraße 9;10719;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1997;Completed;Existing;"BU; EH;";n/a;;Legal Services;Vermietung;690;;27,8;Q3;2023;Q3;2023;;BU;13,31134;52,50073
2106;Wohn- und Geschäftshaus;Kurfürstendamm 63 / Ecke Giesebrechtstraße 9;10719;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1997;Completed;Existing;"BU; EH;";n/a;;n/a;Vermietung;880;;;Q4;2017;Q3;2017;;BU;13,31134;52,50073
98097;Ehem. Bankhaus Löbbecke;Fasanenstraße 76 - 77;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1995;Completed;Change of use;"BU;";keylight GmbH;CBRE;Information Technology;Vermietung;170;;;Q1;2025;Q4;2024;;BU;13,32788;52,50382
98097;Ehem. Bankhaus Löbbecke;Fasanenstraße 76 - 77;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1995;Completed;Change of use;"BU;";Branicks Onsite GmbH;;Real Estate Services;Vermietung;320;;;Q3;2024;Q3;2024;;BU;13,32788;52,50382
98097;Ehem. Bankhaus Löbbecke;Fasanenstraße 76 - 77;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1995;Completed;Change of use;"BU;";n/a;Angermann Real Estate Advisory;Health and Welfare Service;Vermietung;170;;31;Q2;2020;Q1;2020;;BU;13,32788;52,50382
98097;Ehem. Bankhaus Löbbecke;Fasanenstraße 76 - 77;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1995;Completed;Change of use;"BU;";Barings Real Estate Adviser GmbH;Colliers International;Construction;Vermietung;320;;19;Q1;2018;Q1;2018;;BU;13,32788;52,50382
98097;Ehem. Bankhaus Löbbecke;Fasanenstraße 76 - 77;10623;Berlin;11000000;Kudamm plus Seitenstr.;Q4;1995;Completed;Change of use;"BU;";Hugo Boss AG;;Fashion;Vermietung;170;;18;Q3;2016;Q3;2016;;BU;13,32788;52,50382
96029;;Konstanzer Straße 55;10707;Berlin;11000000;Wilmersdorf;;;Completed;Existing;"BU;";BBP Rechtsanwälte Fachanwälte Bomke Fischer Dietrich Partnerschaft mbB;Engel & Völkers;Legal Services;Vermietung;180;;21,8;Q2;2023;Q2;2023;;BU;13,31127;52,49629
62584;;Tauentzienstraße 18;10789;Berlin;11000000;Kudamm plus Seitenstr.;Q2;2004;Completed;Demolition & New building;"BU; EH;";n/a;Catella;Legal Services;Vermietung;250;;15;Q4;2015;Q4;2015;;BU;13,3383;52,5031
226987;Steinbeis Haus;Carl-Scheele-Straße / Rudower Chaussee;12489;Berlin;11000000;Adlershof;Q4;2023;Completed;New Building;"BU; WO;";n/a;;Research and Development;Eigennutzung;5000;;;Q4;2023;Q3;2021;;BU;13,52988;52,43009
213606;Lanolinfabrik - Kontorhaus;Salzufer 15 / 16;10587;Berlin;11000000;Charlottenburg;Q4;2021;Completed;Change of use;"BU;";WeWatch Security Service GmbH;;Other Services & Trades;Vermietung;400;;23,5;Q3;2022;Q3;2022;;BU;13,32239;52,51905
97271;Märkisches Quartier - Ärztehaus;Senftenberger Ring 5 a;13439;Berlin;11000000;Peripherie-Nord;Q2;2021;Completed;Change of use;"BU; KL;";MyWellness GmbH;;Leisure;Vermietung;2510;;;Q4;2024;Q2;2024;;BU;13,35559;52,59772
96356;Arztpraxen;Dörpfeldstraße 23;12489;Berlin;11000000;Peripherie-Süd;;;Completed;Existing;"BU;";Sattbau Stadtentwicklungsgesellschaft mbH;Colliers International;Business Services;Vermietung;70;;9;Q1;2016;Q1;2016;;BU;13,54593;52,43705
220175;Robert-Rössle-Institut - RRI 2;Lindenberger Weg 80;13125;Berlin;11000000;Peripherie-Nord;Q4;2019;Completed;Demolition & New building;"BU;";n/a;;Research and Development;Eigennutzung;2620;;;Q4;2019;Q2;2018;;BU;13,50713;52,62672
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";SR Security Research Labs GmbH;;Information Technology;Vermietung;530;;26,8;Q3;2023;Q3;2023;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";Podigee GmbH;Angermann Real Estate Advisory;Information Technology;Vermietung;210;;19,5;Q3;2023;Q3;2023;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";ThoughtWorks Deutschland GmbH;;Information Technology;Vermietung;1800;;35,2;Q2;2022;Q2;2022;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";n/a;;Information Technology;Vermietung;1500;;26,3;Q4;2021;Q4;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";n/a;;Business Services;Vermietung in Bau;650;;27,9;Q4;2021;Q3;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";Ingenieurgesellschaft Scheel mbH;;Business Services;Vermietung in Bau;650;;28,7;Q4;2021;Q3;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";ABAKUS Immobilienverwaltungsgesellschaft mbH;;Real Estate Services;Vermietung in Bau;470;;26,1;Q4;2021;Q3;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";Salesfive GmbH;;Consulting Services;Vermietung in Bau;360;;28,9;Q4;2021;Q3;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";n/a;;Flexible Office Provider;Vermietung in Bau;6000;;;Q4;2021;Q1;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";n/a;;Information Technology;Vermietung in Bau;4750;;26,3;Q4;2021;Q1;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";BCG Platinion GmbH;;Consulting Services;Vermietung in Bau;980;;35;Q4;2021;Q1;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";n/a;JLL;Energy, Utilities;Vermietung in Bau;660;;27,8;Q4;2021;Q1;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";VBD Beratungsgesellschaft für Behörden mbH;;Consulting Services;Vermietung in Bau;460;;28,4;Q4;2021;Q1;2021;;BU;13,46188;52,50509
205937;Revaler Spitze (1. + 2. BA);Revaler Straße 29 - 30;10245;Berlin;11000000;Friedrichshain;Q3;2021;Completed;Demolition & New building;"BU;";Flightright GmbH;;Legal Services;Vermietung in Bau;1800;;28;Q4;2021;Q4;2019;;BU;13,46188;52,50509
155703;ehem. Hotel Bogota;Schlüterstraße 45;10707;Berlin;11000000;Kudamm plus Seitenstr.;Q1;2016;Completed;Change of use;"BU; EH;";ECKERT Insolvenzrecht GbR;;Legal Services;Vermietung;380;;34;Q4;2019;Q3;2019;;BU;13,31699;52,50052
155703;ehem. Hotel Bogota;Schlüterstraße 45;10707;Berlin;11000000;Kudamm plus Seitenstr.;Q1;2016;Completed;Change of use;"BU; EH;";Heublein Müller Rechtsanwälte Wirtschaftsprüfer Partnergesellschaft mbB;CBRE;Legal Services;Vermietung;370;;32;Q2;2019;Q2;2019;;BU;13,31699;52,50052
155703;ehem. Hotel Bogota;Schlüterstraße 45;10707;Berlin;11000000;Kudamm plus Seitenstr.;Q1;2016;Completed;Change of use;"BU; EH;";LRC Group GmbH;Cushman & Wakefield;Real Estate Services;Vermietung;510;;21;Q1;2018;Q1;2018;;BU;13,31699;52,50052
155703;ehem. Hotel Bogota;Schlüterstraße 45;10707;Berlin;11000000;Kudamm plus Seitenstr.;Q1;2016;Completed;Change of use;"BU; EH;";Zeta GmbH;Cushman & Wakefield;Manufacturing;Vermietung;380;;20,5;Q1;2016;Q1;2016;;BU;13,31699;52,50052
155703;ehem. Hotel Bogota;Schlüterstraße 45;10707;Berlin;11000000;Kudamm plus Seitenstr.;Q1;2016;Completed;Change of use;"BU; EH;";n/a;Catella;Legal Services;Vermietung in Bau;380;;19,3;Q1;2016;Q4;2015;;BU;13,31699;52,50052
155703;ehem. Hotel Bogota;Schlüterstraße 45;10707;Berlin;11000000;Kudamm plus Seitenstr.;Q1;2016;Completed;Change of use;"BU; EH;";Wunderkind GmbH;;Retailing;Vermietung in Bau;970;;19,5;Q1;2016;Q3;2015;;BU;13,31699;52,50052
